numero,cultivar,especie,condicion_genetica,nombre_cientifico,grupo,inscripcion_rnc,inscripcion_rnpc,validez_rnpc,pais,caracteristicas,evento_transgenico,evento_transgenico_caracteristica,solicitante_rnc,representante_rnc,solicitante_rnpc,representante_rnpc
14183,SCRABBLE,CEBADA CERVECERA,,Hordeum vulgare L. convar. distichon(L.),CE,2013-07-03,2014-04-07,2034-04-07,FRA,,,,MALTERIA PAMPA S.A.,GUSTAVO FRIGGERI,MALTERIA PAMPA S.A.,GUSTAVO FRIGGERI
14184,ARGENSIL 163-D,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-12-19,,,ARG,,,,"MARANESSI, PEDRO JOSE",PEDRO JOSE MARANESSI,,
14185,FORKERT,PECAN,,Carya illinoinensis,FR,2013-10-02,,,UN3,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14189,TOP GUN,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2012-12-19,,,ARG,,,,PRODUSEM S.A.,LINARES ENRIQUE DAVID,,
14190,BIG DOG,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2012-12-19,,,ARG,,,,PRODUSEM S.A.,LINARES ENRIQUE DAVID,,
14191,RIGHT ON,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2012-12-19,,,ARG,,,,PRODUSEM S.A.,LINARES ENRIQUE DAVID,,
14192,PARAISO 1100 CL-PLUS,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2012-12-19,,,ARG,CL,,,COFCO INTERNATIONAL ARGENTINA S.A.,BERGADA PABLO,,
14193,AGRUM 201 BT,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-10-15,,,ARG,,,,TRILI SRL,DOMINGO OSCAR AGUSTIN,,
14194,AGRUM 301 AT,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-10-15,,,ARG,,,,TRILI SRL,DOMINGO OSCAR AGUSTIN,,
14195,6563 RSF IPRO,SOJA,,Glycine max (L.) Merrill,OL,2013-09-06,2013-09-06,2033-09-06,ARG,TR - VI,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14196,INTA 2012,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2012-11-06,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14197,QC 5718,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2012-11-01,,,ARG,,,,QUALITY CROPS ARGENTINA S.A.,ESTEVEZ JUAN MARIA,,
14198,IR199DMR,GIRASOL,LINEA,Helianthus annuus L.,OL,,2013-03-20,2033-03-20,ARG,,,,,,SYNGENTA CROP PROTECTION AG,SYNGENTA AGRO SOCIEDAD ANONIMA 
14199,IOR204DMR,GIRASOL,LINEA,Helianthus annuus L.,OL,,2013-03-20,2033-03-20,ARG,,,,,,SYNGENTA CROP PROTECTION AG,SYNGENTA AGRO SOCIEDAD ANONIMA 
14203,IB1222DMR,GIRASOL,LINEA,Helianthus annuus L.,OL,,2013-03-20,2033-03-20,ARG,,,,,,SYNGENTA CROP PROTECTION AG,SYNGENTA AGRO SOCIEDAD ANONIMA 
14204,IB1170DMR,GIRASOL,LINEA,Helianthus annuus L.,OL,,2013-03-20,2033-03-20,ARG,,,,,,SYNGENTA CROP PROTECTION AG,SYNGENTA AGRO SOCIEDAD ANONIMA 
14205,SHIBA,CALABAZA,HIBRIDO,Cucurbita moschata Duch.,HT,2012-11-06,,,SOU,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
14207,BLYE,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2012-11-06,,,SOU,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
14208,UHO 100,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2012-10-29,,,ARG,AO,,,ADVANTA SEMILLAS S.A.I.C.,DICUN RUBEN DARIO,,
14209,AGRUM FORRAJERO BMR,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2012-10-17,,,ARG,,,,TRILI SRL,DOMINGO OSCAR AGUSTIN,,
14210,HULK,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2013-04-19,,,ARG,,,,CRIADERO Y SEMILLERO DON PEDRO,PAESANI RUBEN DARIO,,
14211,MARTINA,ALFALFA,,Medicago sativa L.,FO,2012-12-28,,,ARG,,,,ELIAS SEMILLAS E INSUMOS SRL,ELIAS MARCOS,,
14212,ESSENTIAL,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2015-08-31,,,ITA,,,,NUNHEMS B.V.,DREON MARCELO,,
14213,TROMPITO INTA,NOGAL,,Juglans regia L.,FR,2013-10-02,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14214,YACO TULA INTA,NOGAL,,Juglans regia L.,FR,2013-10-02,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14215,ARGENTINA INTA,NOGAL,,Juglans regia L.,FR,2013-10-02,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14216,CHICHI JAIS INTA,NOGAL,,Juglans regia L.,FR,2013-10-02,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14217,JAIS FRANQUETTE INTA,NOGAL,,Juglans regia L.,FR,2013-10-02,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14218,NIEVE INTA,CHUSCHO DEL MONTE,,Nierembergia linariaefolia,OR,2013-03-18,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14219,CIELO INTA,CHUSCHO DEL MONTE,,Nierembergia linariaefolia,OR,2013-03-18,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14220,ALBA INTA,GLANDULARIA,,Glandularia aristigera (S. Moore) Tronc.,OR,2012-12-19,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14221,EXTREMA ROJA INTA,GLANDULARIA,,Glandularia aristigera (S. Moore) Tronc.,OR,2012-12-19,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14222,NATALI ROSA INTA,GLANDULARIA,,Glandularia aristigera (S. Moore) Tronc.,OR,2012-12-19,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14225,8075 RSF IPRO,SOJA,,Glycine max (L.) Merrill,OL,2013-09-06,2013-09-06,2033-09-06,ARG,TR - VIII,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14226,5958 RSF IPRO,SOJA,,Glycine max (L.) Merrill,OL,2014-09-04,2014-09-04,2034-09-04,ARG,TR - V,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14227,8573 RSF IPRO,SOJA,,Glycine max (L.) Merrill,OL,2013-09-06,2013-09-06,2033-09-06,ARG,TR - VIII,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14228,6262 RSF IPRO,SOJA,,Glycine max (L.) Merrill,OL,2013-10-08,2013-10-08,2033-10-08,ARG,TR - VI,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14229,7870 RSF IPRO,SOJA,,Glycine max (L.) Merrill,OL,2013-09-06,2013-09-06,2033-09-06,ARG,TR - VII,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14230,PALATABLE MAX,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2012-11-12,,,ARG,,,,ALZ SEMILLAS S.A.,NOLI ANGEL A.,,
14231,GP 07/13,GIRASOL,LINEA,Helianthus annuus L.,OL,,2013-04-19,2033-04-19,ARG,,,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA
14239,DON MARIO 4214,SOJA,,Glycine max (L.) Merrill,OL,2014-08-13,2014-08-13,2034-08-13,ARG,IV - TR,MON-Ø4Ø32-6,Tolerancia a Glifosato,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14242,HO 3998,SOJA,,Glycine max (L.) Merrill,OL,2015-04-24,,,ARG,IV - TR,MON-Ø4Ø32-6,Tolerancia a Glifosato,SEEDCORP HO PRODUC. E COMERC.,CARLOS JAVIER FERRARO,,
14243,XPS 1470,SOJA,,Glycine max (L.) Merrill,OL,2015-05-19,2015-05-19,2035-05-19,ARG,IV - TR,MON-Ø4Ø32-6,Tolerancia a Glifosato,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14249,4.97 S,SOJA,,Glycine max (L.) Merrill,OL,2014-09-04,2014-09-04,2034-09-04,ARG,TR - V,MON-Ø4Ø32-6,Tolerancia a Glifosato,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14251,5350,SOJA,,Glycine max (L.) Merrill,OL,2014-08-13,2014-08-13,2034-08-13,ARG,TR - V,MON-Ø4Ø32-6,Tolerancia a Glifosato,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14257,AS 5961,SOJA,,Glycine max (L.) Merrill,OL,2015-08-31,2015-08-31,2035-08-31,ARG,TR - VI,MON-Ø4Ø32-6,Tolerancia a Glifosato,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14258,HO 5910,SOJA,,Glycine max (L.) Merrill,OL,2015-08-31,,,ARG,TR - VI,MON-Ø4Ø32-6,Tolerancia a Glifosato,SEEDCORP HO PRODUC. E COMERC.,CARLOS JAVIER FERRARO,,
14260,RA 550,SOJA,,Glycine max (L.) Merrill,OL,2015-08-31,2015-10-20,2035-10-20,ARG,TR - V,MON-Ø4Ø32-6,Tolerancia a Glifosato,COOP.  DE PROVISION DE SERVICIOS AGRICOLAS CRIADERO SANTA ROSA LTDA.,WRIGHT ROBERTO,COOP.  DE PROVISION DE SERVICIOS AGRICOLAS CRIADERO SANTA ROSA LTDA.,WRIGHT ROBERTO
14263,BRIXIA,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2012-11-12,,,ITA,,,,CONTINENTAL SEMENCES S.P.A.,FORRATEC ARGENTINA S.A.,,
14264,SY 2736 TD/TG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2012-11-01,,,ARG,TR,SYN-BTØ11-1 x MON-ØØØ21-9,Tolerancia a Glifosato y Resistencia a Lepidópteros ,SYNGENTA AGRO S.A.,BRUN AGOSTINA,,
14265,SY 969 TD/TG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2012-11-01,,,ARG,TR,SYN-BTØ11-1 x MON-ØØØ21-9,Tolerancia a Glifosato y Resistencia a Lepidópteros ,SYNGENTA AGRO S.A.,BRUN AGOSTINA,,
14266,SY 840 TD/TG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2012-11-01,,,ARG,TR,SYN-BTØ11-1 x MON-ØØØ21-9,Tolerancia a Glifosato y Resistencia a Lepidópteros ,SYNGENTA AGRO S.A.,BRUN AGOSTINA,,
14271,LDC 8.5,SOJA,,Glycine max (L.) Merrill,OL,2014-10-02,2014-10-02,2034-10-02,ARG,TR - VIII,MON-Ø4Ø32-6,Tolerancia a Glifosato,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14278,PAMPERO 8008,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-12-28,,,ARG,,,,ALBERT S.A.,ALBERT ROGELIO A.,,
14279,MILAGROS,TOMATE,VARIEDAD,Lycopersicon lycopersicum (L.) Karst. ex,HT,2013-03-20,,,BRA,,,,YASAI S.A.,ODDONE RODOLFO ALEJANDRO,,
14283,WS 560,SOJA,,Glycine max (L.) Merrill,OL,2015-04-01,2015-04-01,2035-04-01,ARG,TR - V,MON-Ø4Ø32-6,Tolerancia a Glifosato,COOP.  DE PROVISION DE SERVICIOS AGRICOLAS CRIADERO SANTA ROSA LTDA.,WRIGHT ROBERTO,COOP.  DE PROVISION DE SERVICIOS AGRICOLAS CRIADERO SANTA ROSA LTDA.,WRIGHT ROBERTO
14284,NARA INTA,ZANAHORIA,VARIEDAD,Daucus carota L.,HT,2014-02-21,2014-02-21,2034-02-21,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA
14285,SIBILLA,ACELGA,VARIEDAD,Beta vulgaris L. var. vulgaris L.,HT,2012-12-19,,,ITA,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
14286,ZAHARA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2012-12-19,,,SOU,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
14287,ISOLDA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2012-12-19,,,ISR,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
14292,EBC 105,ALFALFA,,Medicago sativa L.,FO,2013-10-17,2013-10-17,2033-10-17,ARG,,,,DSV SEMILLAS S.R.L.,"REMMER, CARLOS MIGUEL",DSV SEMILLAS S.R.L.,"REMMER, CARLOS MIGUEL"
14293,LACTA 1100,ALFALFA,,Medicago sativa L.,FO,2013-10-17,2013-10-17,2033-10-17,ARG,,,,DSV SEMILLAS S.R.L.,"REMMER, CARLOS MIGUEL",DSV SEMILLAS S.R.L.,"REMMER, CARLOS MIGUEL"
14294,CAUTIVA III,ALFALFA,,Medicago sativa L.,FO,2013-10-17,2013-10-17,2033-10-17,ARG,,,,DSV SEMILLAS S.R.L.,"REMMER, CARLOS MIGUEL",DSV SEMILLAS S.R.L.,"REMMER, CARLOS MIGUEL"
14299,4505 B,SOJA,,Glycine max (L.) Merrill,OL,2015-08-04,2015-09-08,2035-09-08,ARG,TR - V,MON-Ø4Ø32-6,Tolerancia a Glifosato,BASF AGRICULTURAL SOLUTIONS SEED US LLC,RICARDO FERNANDEZ PANCELLI,BASF AGRICULTURAL SOLUTIONS US LLC,BASF ARGENTINA S A 
14305,6505 B,SOJA,,Glycine max (L.) Merrill,OL,2015-08-04,2015-09-08,2035-09-08,ARG,TR - VI,MON-Ø4Ø32-6,Tolerancia a Glifosato,BASF AGRICULTURAL SOLUTIONS SEED US LLC,RICARDO FERNANDEZ PANCELLI,BASF AGRICULTURAL SOLUTIONS US LLC,BASF ARGENTINA S A 
14309,4715IPRO,SOJA,,Glycine max (L.) Merrill,OL,2015-05-26,2015-05-26,2035-05-26,ARG,IV - TR,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL
14317,DON MARIO 3815 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2015-04-24,2015-04-24,2035-04-24,ARG,III - TR,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14321,DON MARIO 4614 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2014-08-26,2014-08-26,2034-08-26,ARG,IV - TR,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14324,SP 6X6 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2014-09-11,2014-09-11,2034-09-11,ARG,TR - VI,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14326,HO 6997 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2014-10-02,,,ARG,TR - VII,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,SEEDCORP HO PRODUC. E COMERC.,CARLOS JAVIER FERRARO,,
14327,MS 7.4 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2014-10-02,2014-10-02,2034-10-02,ARG,TR - VII,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14330,DON MARIO 4014 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2014-08-11,2014-08-11,2034-08-11,ARG,IV - TR,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14334,SP 7X8 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2014-09-04,2014-08-11,2034-08-11,ARG,TR - VII,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS
14348,NS 6483,SOJA,,Glycine max (L.) Merrill,OL,2015-04-07,2015-04-07,2035-04-07,ARG,TR - VI,MON-Ø4Ø32-6,Tolerancia a Glifosato,SYNGENTA CROP PROTECTION A.G.,SYNGENTA AGRO S.A.,SYNGENTA CROP PROTECTION AG,SYNGENTA AGRO SOCIEDAD ANONIMA 
14349,NS 6248,SOJA,,Glycine max (L.) Merrill,OL,2015-09-02,2015-09-02,2035-09-02,ARG,TR - VI,MON-Ø4Ø32-6,Tolerancia a Glifosato,SYNGENTA CROP PROTECTION A.G.,SYNGENTA AGRO S.A.,SYNGENTA CROP PROTECTION AG,SYNGENTA AGRO SOCIEDAD ANONIMA 
14353,NS 4619 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2013-11-29,2013-10-17,2033-10-17,ARG,IV - TR,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,SYNGENTA CROP PROTECTION A.G.,SYNGENTA AGRO S.A.,SYNGENTA CROP PROTECTION AG,SYNGENTA AGRO SOCIEDAD ANONIMA 
14355,NS 5019 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2013-11-29,2013-10-17,2033-10-17,ARG,TR - V,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,SYNGENTA CROP PROTECTION A.G.,SYNGENTA AGRO S.A.,SYNGENTA CROP PROTECTION AG,SYNGENTA AGRO SOCIEDAD ANONIMA 
14356,NS 6419 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2013-12-20,2013-12-20,2033-12-20,ARG,TR - VI,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,SYNGENTA CROP PROTECTION A.G.,SYNGENTA AGRO S.A.,SYNGENTA CROP PROTECTION AG,SYNGENTA AGRO SOCIEDAD ANONIMA 
14357,NS 6909 IPRO,SOJA,,Glycine max (L.) Merrill,OL,2014-10-27,2014-10-27,2034-10-27,ARG,TR - VI,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,SYNGENTA CROP PROTECTION A.G.,SYNGENTA AGRO S.A.,SYNGENTA CROP PROTECTION AG,SYNGENTA AGRO SOCIEDAD ANONIMA 
14360,DAVIS INTA,NOGAL,,Juglans regia L.,FR,2013-10-02,,,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
14361,KWSOL 492CL,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,2013-06-19,,,ARG,CL,,,KWS ARGENTINA S.A.,GARDELLA EUGENIO,,
14362,KWSOL 502,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2013-06-19,,,ARG,,,,KWS ARGENTINA S.A.,GARDELLA EUGENIO,,
14363,LUJAN INTA,FESTUCA ALTA,,Festuca arundinacea Schreber,FO,2013-03-22,2013-03-22,2033-03-22,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA
14364,C00-09,ARANDANO,,Vaccinium L.,FR,,2013-12-18,2033-12-18,AUS,,,,,,COSTA EXCHANGE LTD,DE APELLANIZ IGNACIO JORGE
14365,C97-390,ARANDANO,,Vaccinium L.,FR,,2013-12-18,2033-12-18,AUS,,,,,,COSTA EXCHANGE LTD,DE APELLANIZ IGNACIO JORGE
14366,C99-42,ARANDANO,,Vaccinium L.,FR,,2013-12-18,2033-12-18,AUS,,,,,,COSTA EXCHANGE LTD,DE APELLANIZ IGNACIO JORGE
14367,JAGUAR,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2012-12-28,,,UN3,,,,SEMILLAS EMILIO S.R.L.,KRAMAROVSKY EMILIO,,
14368,YACARE,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2012-12-28,,,UN3,,,,SEMILLAS EMILIO S.R.L.,KRAMAROVSKY EMILIO,,
14369,YAGUARETE,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2012-12-19,,,UN3,,,,SEMILLAS EMILIO S.R.L.,KRAMAROVSKY EMILIO,,
14370,COCHABAMBA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2012-12-19,,,UN3,,,,SEMILLAS EMILIO S.R.L.,KRAMAROVSKY EMILIO,,
14371,SUPER RED,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2012-12-28,,,UN3,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
14372,LORENA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2012-12-28,,,UN3,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
14374,ACA 544,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-12-19,,,ARG,,,,ASOCIACIÓN DE COOPERATIVAS ARGENTINAS COOPERATIVA LIMITADA,ACCASTELLO VICTOR,,
14383,DK53,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-12-28,,,ARG,,,,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
14384,TS267,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-12-28,,,ARG,,,,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
14385,COCHABAMBINA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,2012-12-28,,,UN3,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
14386,ERBETTE DA TAGLIO,ACELGA,VARIEDAD,Beta vulgaris L. var. vulgaris L.,HT,2012-12-19,,,ITA,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
14389,C4553Z,MAIZ,LINEA,Zea mays L.,CE,,2013-12-20,2033-12-20,ARG,,,,,,MONSANTO NL B.V,ALVAREZ ARANCEDO MIGUEL ANGEL
14390,C5185Z,MAIZ,LINEA,Zea mays L.,CE,,2013-12-20,2033-12-20,ARG,,,,,,MONSANTO NL B.V,ALVAREZ ARANCEDO MIGUEL ANGEL
14391,C7230Z,MAIZ,LINEA,Zea mays L.,CE,,2013-12-20,2033-12-20,ARG,,,,,,MONSANTO TECHNOLOGY LLC,ALVAREZ ARANCEDO MIGUEL ANGEL
14392,AG 7004 MG RR2,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2012-12-19,,,ARG,TR,MON-ØØ6Ø3-6 x MON-ØØ81Ø-6,Tolerancia a Glifosato y Resistencia a Lepidópteros ,AGRISEED S.A.,ABRILE SILVIO J.,,
14393,AG 1817,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-12-19,,,ARG,,,,AGRISEED S.A.,ABRILE SILVIO J.,,
14394,AG 1814,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-12-19,,,ARG,,,,AGRISEED S.A.,ABRILE SILVIO J.,,
14395,AG 1815,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-12-19,,,ARG,,,,AGRISEED S.A.,ABRILE SILVIO J.,,
14396,AG 1816,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2012-12-19,,,ARG,,,,AGRISEED S.A.,ABRILE SILVIO J.,,
14397,ÑANDU,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2013-03-07,,,PAR,,,,GRANAR S.A,ARNALDA DANIEL E.,,
14399,JERADA,ZANAHORIA,HIBRIDO,Daucus carota L.,HT,2012-12-03,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,NICOLOSI RAUL ALBERTO,,
14400,AYMARA INTA,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2012-12-28,,,ARG,MO,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
